buurtcode,reachable_buurten_10min,avg_bike_minutes_to_reachable,avg_bike_distance_to_reachable,bikeshed_total_amenities,bikeshed_utilitarian_amenities,bikeshed_leisure_social_amenities
BU16990300,5,5.491999999999999,1437.696,35.0,22.0,13.0
BU17080700,4,4.984999999999999,1491.8600000000001,27.0,18.0,9.0
BU17090303,1,0.0,0.0,5.0,3.0,2.0
BU17420902,17,6.530588235294118,1888.1223529411764,123.0,95.0,28.0
BU18830200,14,6.032142857142858,1694.822142857143,167.0,95.0,72.0
BU18830203,12,5.2775,1431.9791666666667,138.0,79.0,59.0
BU19000003,7,3.597142857142857,1049.1085714285714,53.0,37.0,16.0
BU19040209,9,5.276666666666667,1510.327777777778,65.0,41.0,24.0
BU19160200,26,5.9630769230769225,1706.6896153846158,176.0,118.0,58.0
BU19300702,58,5.5150000000000015,1599.0436206896552,370.0,277.0,93.0
BU19400301,3,5.859999999999999,1756.9966666666667,37.0,22.0,15.0
BU19691009,4,4.4825,1344.6475,17.0,15.0,2.0
BU19780304,17,4.775294117647059,1439.2464705882353,55.0,52.0,3.0
BU19781105,7,6.579999999999999,1979.1185714285712,27.0,25.0,2.0
BU19822103,4,3.335,1000.2175,34.0,19.0,15.0
BU00500006,1,0.0,0.0,10.0,4.0,6.0
BU00807003,40,6.69975,1913.4429999999998,325.0,195.0,130.0
BU01069900,21,7.287142857142856,2108.9114285714286,91.0,74.0,17.0
BU01185004,9,6.0233333333333325,1726.2711111111112,107.0,67.0,40.0
BU01191208,8,7.27375,2164.5499999999997,23.0,22.0,1.0
BU01191300,2,2.97,885.145,8.0,4.0,4.0
BU01480210,5,7.82,2317.6339999999996,29.0,22.0,7.0
BU01770701,6,3.1283333333333334,925.5333333333334,45.0,31.0,14.0
BU01770709,6,5.863333333333333,1746.0100000000002,45.0,31.0,14.0
BU01970204,4,4.595,1057.56,20.0,13.0,7.0
BU02001001,2,1.575,478.37,21.0,16.0,5.0
BU02289051,2,3.625,892.04,28.0,12.0,16.0
BU02620509,2,2.77,830.65,6.0,5.0,1.0
BU02630001,6,4.826666666666667,1434.8950000000002,50.0,31.0,19.0
BU02740103,17,5.717058823529411,1543.7476470588238,99.0,68.0,31.0
BU02970208,4,4.21,1253.43,32.0,23.0,9.0
BU03211120,44,5.574318181818181,1605.3484090909092,208.0,160.0,48.0
BU03921205,52,6.338653846153845,1818.3711538461537,507.0,303.0,204.0
BU03960500,38,5.696842105263156,1626.8726315789474,254.0,191.0,63.0
BU04020801,22,7.020454545454545,1991.2931818181821,158.0,99.0,59.0
BU04200105,11,4.47090909090909,1289.5200000000002,75.0,54.0,21.0
BU04410493,9,7.607777777777778,2157.4966666666664,45.0,31.0,14.0
BU04410501,12,5.006666666666667,1359.0841666666668,78.0,45.0,33.0
BU04530004,31,6.621612903225806,1811.4483870967742,217.0,133.0,84.0
BU04530100,28,5.241428571428571,1535.8682142857147,227.0,138.0,89.0
BU04730401,11,6.825454545454547,1591.9745454545453,72.0,45.0,27.0
BU04730403,12,6.783333333333332,1628.7633333333333,72.0,44.0,28.0
BU04797221,16,6.4837500000000015,1903.185625,69.0,40.0,29.0
BU04840403,44,6.842727272727273,1883.85,338.0,245.0,93.0
BU04980006,14,5.034285714285714,1478.812857142857,79.0,57.0,22.0
BU06770501,5,5.0840000000000005,1524.702,26.0,17.0,9.0
BU07160400,2,1.76,519.35,18.0,12.0,6.0
BU07360105,8,4.49,1271.52375,74.0,48.0,26.0
BU07724320,33,6.655757575757575,1909.650303030303,373.0,205.0,168.0
BU07960803,13,7.026923076923077,2008.5969230769228,86.0,55.0,31.0
BU08400109,4,5.3075,1237.055,42.0,22.0,20.0
BU03070202,69,5.378260869565216,1543.8676811594196,566.0,334.0,232.0
BU0363AH03,139,6.256115107913667,1872.9393525179862,1772.0,770.0,1002.0
BU03520201,2,1.97,590.545,21.0,12.0,9.0
BU03610200,38,6.286842105263158,1836.2547368421058,360.0,233.0,127.0
BU03620901,26,6.397307692307692,1813.4292307692313,235.0,155.0,80.0
BU0363FC01,37,6.253243243243243,1818.826216216216,402.0,224.0,178.0
BU0363MP01,57,7.254912280701754,2119.729298245614,564.0,299.0,265.0
BU0363TF03,31,6.938064516129032,1867.440967741935,215.0,147.0,68.0
BU05020770,32,6.156875,1588.1009375000003,235.0,166.0,69.0
BU05460200,52,6.657692307692309,1908.7621153846158,552.0,343.0,209.0
BU05790401,12,6.9025,1768.3608333333332,78.0,63.0,15.0
BU08552302,84,6.707023809523811,1891.7247619047623,634.0,379.0,255.0
BU09831203,45,6.493777777777779,1897.4964444444447,338.0,211.0,127.0
BU16741400,2,2.0,584.26,14.0,7.0,7.0
BU16819503,4,3.0149999999999997,700.7975,32.0,16.0,16.0
BU17280001,9,5.435555555555556,1585.4622222222222,66.0,39.0,27.0
BU17741511,14,3.7314285714285718,1117.0935714285715,80.0,50.0,30.0
BU18960307,9,5.386666666666667,1603.2211111111112,49.0,39.0,10.0
BU19001405,4,4.735,1396.3500000000001,9.0,9.0,0.0
BU19001502,1,0.0,0.0,3.0,3.0,0.0
BU19010405,12,6.9225,2077.0875,64.0,39.0,25.0
BU19040206,8,7.1925,2178.08625,41.0,29.0,12.0
BU19160302,24,6.235416666666667,1767.9125000000001,174.0,116.0,58.0
BU19301101,43,7.034418604651163,1979.7683720930231,247.0,192.0,55.0
BU19450904,1,0.0,0.0,4.0,2.0,2.0
BU19500009,2,2.15,241.62,7.0,5.0,2.0
BU19500207,1,0.0,0.0,3.0,3.0,0.0
BU19600400,9,5.913333333333334,1683.132222222222,79.0,55.0,24.0
BU19660606,6,3.8316666666666666,972.5733333333334,58.0,39.0,19.0
BU19700803,4,5.3925,1595.9125,22.0,17.0,5.0
BU19700900,4,4.9725,1438.26,31.0,21.0,10.0
BU19790202,26,6.484230769230769,1608.1765384615387,127.0,101.0,26.0
BU00140301,42,6.868333333333332,1995.4007142857142,361.0,203.0,158.0
BU00140400,45,6.394666666666665,1870.9855555555553,358.0,200.0,158.0
BU00340203,39,5.142820512820512,1430.0812820512817,151.0,114.0,37.0
BU00343102,4,3.085,915.4725000000001,20.0,16.0,4.0
BU00345102,30,6.598666666666666,1715.0256666666667,154.0,115.0,39.0
BU00470209,5,5.674,1703.75,55.0,36.0,19.0
BU00806001,39,6.495128205128205,1879.7610256410255,344.0,191.0,153.0
BU01069914,14,6.738571428571428,1882.597857142857,61.0,52.0,9.0
BU01640202,32,6.531875,1933.2521875,280.0,175.0,105.0
BU01640305,19,5.629473684210526,1559.4410526315794,107.0,76.0,31.0
BU01710110,13,5.884615384615385,1685.4053846153843,131.0,87.0,44.0
BU01890005,13,5.493076923076923,1575.2184615384617,81.0,60.0,21.0
BU02140400,7,6.144285714285715,1735.8085714285714,33.0,23.0,10.0
BU02260303,11,4.308181818181819,1240.3827272727272,95.0,62.0,33.0
BU02940001,6,5.548333333333335,1657.993333333333,93.0,54.0,39.0
BU02940102,4,5.1175,1475.3075,19.0,13.0,6.0
BU03030435,6,7.348333333333333,2123.165,38.0,31.0,7.0
BU03072404,17,6.416470588235295,1788.4229411764709,105.0,88.0,17.0
BU03730107,18,4.698888888888889,1356.6516666666666,98.0,68.0,30.0
BU03840306,57,6.309298245614036,1806.437368421052,409.0,258.0,151.0
BU03840308,48,6.811874999999998,1953.6256249999997,361.0,225.0,136.0
BU03921307,49,6.082244897959179,1737.6106122448975,406.0,263.0,143.0
BU04053000,49,6.511020408163263,1911.2891836734689,291.0,221.0,70.0
BU04530601,33,6.106363636363637,1794.042121212121,221.0,150.0,71.0
BU04793110,22,6.926363636363638,1946.520909090909,76.0,46.0,30.0
BU07150501,2,1.515,457.97,15.0,11.0,4.0
BU07151201,2,2.735,538.585,18.0,11.0,7.0
BU07430801,10,7.391000000000001,2153.152,53.0,36.0,17.0
BU07570008,7,7.484285714285714,2156.408571428571,72.0,48.0,24.0
BU08553302,78,6.687179487179489,1948.4451282051286,521.0,305.0,216.0
BU09950963,66,6.212575757575757,1769.6613636363638,344.0,274.0,70.0
BU0363ED01,71,6.812676056338027,1945.8011267605634,791.0,391.0,400.0
BU0363EU02,144,6.715694444444447,1941.0353472222212,1801.0,796.0,1005.0
BU05020441,37,5.540000000000001,1412.4332432432427,202.0,146.0,56.0
BU05184208,19,7.004210526315789,1841.9073684210525,153.0,104.0,49.0
BU05184214,22,7.081818181818181,2020.9113636363638,136.0,93.0,43.0
BU05320307,23,5.7721739130434795,1600.5730434782606,129.0,89.0,40.0
BU05370709,21,7.111428571428571,2035.7923809523809,138.0,103.0,35.0
BU05470000,40,6.499249999999999,1833.8087500000001,325.0,212.0,113.0
BU05690207,2,3.885,912.4,6.0,4.0,2.0
BU05690106,7,6.991428571428572,2092.8957142857143,0.0,0.0,0.0
BU08555705,30,6.828666666666666,1811.4606666666666,152.0,117.0,35.0
BU08556702,11,4.817272727272727,1325.098181818182,69.0,41.0,28.0
BU08890101,2,2.18,654.46,9.0,7.0,2.0
BU08930110,4,4.8075,1179.1275,9.0,9.0,0.0
BU09070301,6,3.865,1167.8,69.0,37.0,32.0
BU09070400,2,4.51,1350.38,24.0,15.0,9.0
BU09710005,9,5.923333333333334,1736.7411111111114,81.0,52.0,29.0
BU15070109,3,4.013333333333333,1097.12,20.0,13.0,7.0
BU15810308,2,3.23,570.24,25.0,14.0,11.0
BU15980602,8,7.61,1880.6399999999999,32.0,24.0,8.0
BU15980603,11,4.4363636363636365,1180.721818181818,39.0,30.0,9.0
BU15980604,11,3.769999999999999,1043.1327272727272,39.0,30.0,9.0
BU16400801,3,4.133333333333334,1226.4033333333334,42.0,26.0,16.0
BU16670200,4,5.555,1646.6,31.0,19.0,12.0
BU17000102,7,3.86,1154.8428571428572,74.0,46.0,28.0
BU17000104,9,5.28,1566.514444444444,81.0,53.0,28.0
BU17050500,5,6.180000000000001,1849.0720000000001,48.0,27.0,21.0
BU17240008,23,4.949565217391303,1439.4160869565221,116.0,77.0,39.0
BU17300909,1,0.0,0.0,2.0,2.0,0.0
BU17830111,17,5.638823529411765,1629.7664705882355,121.0,90.0,31.0
BU17830907,13,6.513846153846154,1866.4953846153844,81.0,56.0,25.0
BU18920101,9,2.6866666666666665,806.04,38.0,28.0,10.0
BU19010301,3,4.623333333333334,1341.5233333333333,20.0,15.0,5.0
BU19111801,7,5.302857142857143,1591.8857142857146,39.0,29.0,10.0
BU19310009,11,3.85,1073.1881818181819,62.0,44.0,18.0
BU19493100,5,4.91,1399.51,31.0,26.0,5.0
BU19520602,7,5.992857142857142,1608.4371428571426,28.0,22.0,6.0
BU19610701,2,0.425,129.665,20.0,13.0,7.0
BU19610901,7,6.877142857142857,1941.5171428571427,24.0,20.0,4.0
BU19613201,4,4.78,1430.585,18.0,13.0,5.0
BU19660104,2,4.55,1364.105,20.0,13.0,7.0
BU19660105,1,0.0,0.0,2.0,2.0,0.0
BU19660203,3,5.793333333333334,1735.6433333333334,16.0,11.0,5.0
BU19780401,7,5.051428571428572,1524.4371428571428,41.0,29.0,12.0
BU19780403,10,6.675000000000002,2007.1419999999998,70.0,52.0,18.0
BU19801501,23,6.532608695652175,1746.2882608695647,193.0,135.0,58.0
BU00341703,61,6.736065573770494,1881.6595081967216,382.0,260.0,122.0
BU00344601,43,5.896744186046511,1635.713488372094,238.0,176.0,62.0
BU00347504,7,5.747142857142857,1610.2371428571428,38.0,17.0,21.0
BU00740701,2,1.97,578.55,7.0,6.0,1.0
BU00850607,9,2.872222222222222,762.2033333333334,49.0,35.0,14.0
BU01060708,29,5.710344827586207,1644.067931034483,145.0,115.0,30.0
BU01060710,23,5.960869565217391,1559.1000000000001,110.0,86.0,24.0
BU01141002,4,6.1899999999999995,1838.0575,27.0,18.0,9.0
BU01470102,3,3.1199999999999997,938.5466666666666,25.0,12.0,13.0
BU01830350,4,2.2875,676.3975,11.0,5.0,6.0
BU01830709,2,1.635,480.48,9.0,7.0,2.0
BU01932230,12,5.7825,1707.4400000000003,96.0,75.0,21.0
BU02000508,13,7.166923076923076,2096.542307692308,135.0,87.0,48.0
BU02000601,32,6.74625,1947.339375,363.0,229.0,134.0
BU02000603,14,6.992857142857141,1733.3542857142857,129.0,83.0,46.0
BU02036266,2,1.18,292.375,14.0,4.0,10.0
BU02221104,8,6.076250000000001,1349.4012500000001,69.0,39.0,30.0
BU02221106,5,7.220000000000001,1209.292,35.0,18.0,17.0
BU02260601,4,5.4625,1632.545,39.0,24.0,15.0
BU02320211,12,4.434166666666667,1323.9408333333336,83.0,47.0,36.0
BU02670203,1,0.0,0.0,5.0,5.0,0.0
BU03071802,54,6.596296296296296,1823.7903703703703,458.0,248.0,210.0
BU04051300,27,6.44962962962963,1656.1803703703708,190.0,140.0,50.0
BU04060308,18,6.887222222222223,1844.4244444444444,96.0,73.0,23.0
BU04200602,5,6.017999999999999,1803.1419999999998,20.0,16.0,4.0
BU04791311,22,6.16409090909091,1804.439090909091,55.0,33.0,22.0
BU04820104,32,6.213749999999998,1836.0621874999995,166.0,110.0,56.0
BU04840306,38,6.331315789473685,1840.9334210526315,313.0,219.0,94.0
BU05020228,49,6.548367346938774,1849.4263265306122,277.0,205.0,72.0
BU05051916,21,7.1185714285714266,2097.600952380953,90.0,69.0,21.0
BU05130501,39,6.395384615384615,1674.9517948717948,333.0,226.0,107.0
BU05184110,18,6.497222222222222,1803.0944444444444,153.0,107.0,46.0
BU05340101,24,4.345833333333332,1284.0316666666665,122.0,92.0,30.0
BU05340103,23,4.188260869565218,1226.9495652173912,118.0,89.0,29.0
BU05470007,23,5.843913043478261,1631.2578260869561,178.0,124.0,54.0
BU05991079,14,6.127857142857143,1777.8328571428572,292.0,146.0,146.0
BU06061005,27,5.746296296296295,1644.886296296296,138.0,96.0,42.0
BU06420209,72,6.38736111111111,1719.8202777777785,373.0,243.0,130.0
BU06871619,26,6.111538461538463,1787.7700000000002,158.0,94.0,64.0
BU06871823,17,7.192941176470589,2124.7688235294117,100.0,61.0,39.0
BU07170100,5,5.682,1707.1,33.0,21.0,12.0
BU07170501,5,2.864,836.5600000000001,43.0,20.0,23.0
BU07570200,6,6.0683333333333325,1625.84,33.0,22.0,11.0
BU07790200,9,5.002222222222223,1393.783333333333,78.0,48.0,30.0
BU07960601,19,5.867368421052632,1719.5636842105264,148.0,98.0,50.0
BU07970103,7,4.0200000000000005,1207.1571428571428,84.0,50.0,34.0
BU00902206,10,7.154000000000001,2051.4629999999997,0.0,0.0,0.0
BU03770300,8,6.09625,1752.9449999999997,58.0,35.0,23.0
BU05031106,75,6.0457333333333345,1749.5870666666663,562.0,357.0,205.0
BU08261001,5,6.281999999999999,1764.8739999999998,50.0,26.0,24.0
BU08400201,7,6.7471428571428556,1845.2442857142858,77.0,39.0,38.0
BU08400300,2,1.525,381.22,15.0,8.0,7.0
BU18940302,5,4.204,1259.2440000000001,0.0,0.0,0.0
BU08610002,23,7.351739130434784,2156.8947826086956,225.0,150.0,75.0
BU09460102,6,6.916666666666667,2010.205,42.0,26.0,16.0
BU09460202,5,6.436,1926.202,29.0,17.0,12.0
BU09832809,4,5.047499999999999,1428.705,15.0,11.0,4.0
BU09950174,35,6.589999999999999,1823.8302857142855,174.0,137.0,37.0
BU09950743,62,6.492741935483873,1844.7233870967734,326.0,258.0,68.0
BU15071509,6,5.739999999999999,1714.4350000000002,36.0,25.0,11.0
BU15090000,9,5.833333333333333,1662.7977777777778,93.0,60.0,33.0
BU16211531,12,7.14,2075.825,70.0,56.0,14.0
BU16670109,3,3.2933333333333334,987.3966666666666,24.0,16.0,8.0
BU16760501,1,0.0,0.0,7.0,3.0,4.0
BU17050213,11,7.171818181818182,2096.837272727273,65.0,43.0,22.0
BU17081700,3,4.53,1181.2433333333333,12.0,10.0,2.0
BU17081701,1,0.0,0.0,2.0,2.0,0.0
BU17350004,15,4.984666666666667,1467.41,87.0,57.0,30.0
BU17420308,13,5.1923076923076925,1382.5715384615385,75.0,52.0,23.0
BU17741614,7,3.5500000000000003,904.4557142857142,34.0,26.0,8.0
BU17741810,2,1.035,314.085,14.0,7.0,7.0
BU18420004,4,5.6175,1657.745,29.0,18.0,11.0
BU18760404,4,4.5525,1367.235,20.0,14.0,6.0
BU18920103,9,3.1066666666666665,922.5566666666668,38.0,28.0,10.0
BU19000116,13,7.08,2085.126153846154,144.0,91.0,53.0
BU19000117,10,6.888,1974.1159999999995,113.0,70.0,43.0
BU19002017,3,3.1166666666666667,820.7166666666667,13.0,11.0,2.0
BU19110705,7,4.26,1211.1985714285715,43.0,31.0,12.0
BU19301206,40,6.628749999999999,1929.6362499999996,230.0,179.0,51.0
BU19310208,1,0.0,0.0,5.0,5.0,0.0
BU19310400,6,4.5249999999999995,1337.2766666666666,36.0,22.0,14.0
BU19310401,6,5.463333333333334,1453.7583333333332,36.0,22.0,14.0
BU19494400,6,4.198333333333333,1241.6683333333333,25.0,22.0,3.0
BU19494800,2,2.4,664.365,10.0,7.0,3.0
BU19591202,5,4.046,1203.8619999999999,31.0,21.0,10.0
BU19591292,5,4.882,1429.156,31.0,21.0,10.0
BU19600603,4,4.745,1303.7824999999998,19.0,15.0,4.0
BU19691400,4,3.96,1079.6999999999998,37.0,24.0,13.0
BU19920600,28,6.748571428571431,1995.921428571429,163.0,115.0,48.0
BU19920601,25,6.935600000000002,2010.3816,151.0,107.0,44.0
BU00140804,5,6.352,1883.134,36.0,24.0,12.0
BU00341001,11,7.5627272727272725,2177.4209090909094,49.0,29.0,20.0
BU00341101,39,6.681794871794871,1916.7546153846156,175.0,134.0,41.0
BU00342604,56,5.914107142857142,1703.9553571428569,341.0,232.0,109.0
BU00342606,45,6.838888888888889,1774.6435555555554,295.0,195.0,100.0
BU00344203,41,6.33390243902439,1787.2651219512195,203.0,157.0,46.0
BU00345902,34,7.010000000000002,2025.023529411764,182.0,135.0,47.0
BU00590206,2,2.565,768.095,24.0,14.0,10.0
BU00804101,35,7.0762857142857145,1895.2731428571424,286.0,165.0,121.0
BU00851001,3,1.8566666666666667,496.20666666666665,23.0,16.0,7.0
BU00980008,21,4.829047619047619,1417.022380952381,108.0,80.0,28.0
BU00980012,22,4.308181818181818,1291.0386363636362,110.0,82.0,28.0
BU01060500,21,7.488095238095239,2200.45,119.0,85.0,34.0
BU01140600,7,5.888571428571429,1714.4185714285716,44.0,25.0,19.0
BU01190602,12,5.940833333333333,1684.0308333333332,68.0,55.0,13.0
BU01190700,16,6.673125,1843.4143750000003,103.0,66.0,37.0
BU01580590,3,5.82,1657.3100000000002,22.0,15.0,7.0
BU01711252,1,0.0,0.0,2.0,2.0,0.0
BU01935210,5,7.486,2190.9440000000004,38.0,26.0,12.0
BU02000702,24,6.789583333333333,1890.2100000000003,264.0,157.0,107.0
BU02140008,5,4.473999999999999,1330.3080000000002,26.0,17.0,9.0
BU02210108,8,6.9262500000000005,2070.01125,38.0,26.0,12.0
BU02281204,16,5.673125,1616.1543749999998,123.0,92.0,31.0
BU02460106,3,4.653333333333333,1259.2833333333335,27.0,16.0,11.0
BU02680734,11,6.174545454545453,1558.2236363636366,140.0,91.0,49.0
BU0363TC05,37,7.022972972972972,1640.3159459459457,315.0,206.0,109.0
BU03750100,35,5.6640000000000015,1648.2925714285718,241.0,159.0,82.0
BU03880304,17,6.328823529411765,1834.141176470588,113.0,74.0,39.0
BU03921101,47,5.654893617021277,1685.7508510638297,390.0,242.0,148.0
BU03941567,19,6.9957894736842094,1946.9884210526318,115.0,89.0,26.0
BU04150308,13,5.464615384615384,1540.2961538461536,91.0,60.0,31.0
BU04320101,20,7.466500000000002,2236.9065,71.0,56.0,15.0
BU04320106,33,5.04030303030303,1481.4342424242427,125.0,99.0,26.0
BU04390801,2,4.985,1406.015,24.0,15.0,9.0
BU05181983,30,6.393333333333334,1883.8016666666667,480.0,257.0,223.0
BU05182055,37,6.531621621621619,1956.0618918918922,642.0,365.0,277.0
BU05750300,13,4.525384615384615,1257.940769230769,85.0,50.0,35.0
BU05900401,34,6.804705882352941,1744.505294117647,180.0,134.0,46.0
BU06060608,58,6.024310344827585,1639.5741379310343,414.0,257.0,157.0
BU06320204,13,6.3584615384615395,1890.6907692307689,130.0,88.0,42.0
BU06381013,19,5.852631578947369,1656.5899999999997,122.0,79.0,43.0
BU06420608,46,5.940217391304348,1655.805652173913,163.0,132.0,31.0
BU07160209,3,4.156666666666666,1248.8033333333333,30.0,17.0,13.0
BU07726130,33,6.405454545454545,1876.597575757576,355.0,188.0,167.0
BU07852129,10,5.754,1679.0279999999998,40.0,29.0,11.0
BU0363AK03,80,6.746125000000001,1984.0793750000007,1021.0,453.0,568.0
BU03441041,1,0.0,0.0,2.0,2.0,0.0
BU03610800,37,5.7881081081081085,1656.0389189189184,347.0,222.0,125.0
BU03610801,36,5.825277777777779,1653.0700000000002,335.0,212.0,123.0
BU04500006,5,5.13,1562.8239999999998,50.0,28.0,22.0
BU04792323,25,7.228,2055.7364000000002,78.0,48.0,30.0
BU05020112,29,6.250344827586209,1803.4651724137932,154.0,113.0,41.0
BU05051000,23,7.341304347826088,1607.1026086956522,151.0,111.0,40.0
BU05130601,36,5.889166666666668,1713.5852777777775,291.0,194.0,97.0
BU07531701,16,5.849375,1669.1662500000002,0.0,0.0,0.0
BU08990202,39,5.919230769230769,1674.5174358974364,206.0,129.0,77.0
BU08990314,35,5.474285714285714,1548.6965714285718,181.0,116.0,65.0
BU09834104,6,6.3549999999999995,1567.2733333333333,43.0,25.0,18.0
BU09834301,3,3.77,1127.2633333333333,10.0,9.0,1.0
BU09950112,31,6.510322580645162,1636.904838709677,147.0,117.0,30.0
BU16213221,14,4.522857142857142,1201.6435714285715,84.0,61.0,23.0
BU16550409,3,5.203333333333333,1529.1333333333332,13.0,10.0,3.0
BU16740302,21,6.157619047619048,1855.0609523809524,208.0,128.0,80.0
BU17010700,6,5.868333333333332,1724.785,57.0,33.0,24.0
BU17090200,1,0.0,0.0,5.0,3.0,2.0
BU17190101,1,0.0,0.0,3.0,2.0,1.0
BU17210209,13,4.596153846153846,1384.0892307692307,66.0,48.0,18.0
BU17730829,2,4.87,1450.72,11.0,7.0,4.0
BU17830410,9,7.159999999999998,2108.3688888888887,62.0,46.0,16.0
BU18590105,3,6.316666666666667,1892.3,7.0,7.0,0.0
BU18590113,15,4.350666666666667,1150.642,62.0,50.0,12.0
BU18950104,7,4.8914285714285715,1465.5142857142857,45.0,29.0,16.0
BU19000111,13,7.0576923076923075,2012.2199999999998,117.0,78.0,39.0
BU19002008,3,5.336666666666666,1599.0366666666669,10.0,9.0,1.0
BU19040308,12,3.935,1003.9025,50.0,36.0,14.0
BU19110590,5,3.4240000000000004,1030.172,34.0,23.0,11.0
BU19110602,4,4.4975,1315.1775,28.0,18.0,10.0
BU19402401,3,6.166666666666667,1464.2133333333331,18.0,16.0,2.0
BU19520206,19,5.901052631578947,1665.8621052631577,119.0,81.0,38.0
BU19520302,28,5.555,1662.1660714285715,168.0,117.0,51.0
BU19520305,26,5.880769230769231,1762.9888461538462,161.0,112.0,49.0
BU19520401,19,6.07421052631579,1792.5731578947368,133.0,86.0,47.0
BU19612002,22,7.28090909090909,2068.377727272727,121.0,90.0,31.0
BU19690600,10,6.472999999999999,1884.8529999999998,76.0,54.0,22.0
BU19802503,18,7.904444444444446,2304.5005555555554,130.0,99.0,31.0
BU19802602,19,7.069999999999999,2071.176842105263,167.0,107.0,60.0
BU19822207,11,4.778181818181818,1417.5727272727272,82.0,55.0,27.0
BU00500010,3,3.5966666666666662,1086.8100000000002,11.0,8.0,3.0
BU00807306,6,6.543333333333333,1159.9133333333332,22.0,19.0,3.0
BU00808007,2,1.75,449.685,12.0,7.0,5.0
BU00860503,10,4.963,1425.9060000000002,62.0,48.0,14.0
BU00980102,3,4.783333333333334,1439.3066666666666,12.0,10.0,2.0
BU01500105,32,4.924062500000002,1361.8784375,291.0,177.0,114.0
BU01602806,6,5.983333333333333,1702.581666666667,70.0,45.0,25.0
BU01750802,1,0.0,0.0,7.0,2.0,5.0
BU02090111,29,5.114827586206897,1467.3596551724138,142.0,101.0,41.0
BU02130402,5,5.766,1564.8079999999998,16.0,14.0,2.0
BU02283004,10,6.921000000000001,2031.984,112.0,69.0,43.0
BU02430602,47,5.736170212765956,1653.5555319148937,301.0,205.0,96.0
BU02520105,2,4.595,995.985,9.0,7.0,2.0
BU02630409,1,0.0,0.0,2.0,2.0,0.0
BU0363SC03,18,4.421666666666666,1270.8638888888888,127.0,91.0,36.0
BU03921806,47,6.414680851063827,1816.8114893617021,363.0,247.0,116.0
BU04020205,23,6.971739130434782,2037.3895652173912,233.0,137.0,96.0
BU04052002,32,7.3803125,1840.1315624999997,240.0,174.0,66.0
BU04052003,48,5.887708333333332,1697.2104166666666,321.0,231.0,90.0
BU04390101,21,5.818571428571429,1670.9523809523812,239.0,155.0,84.0
BU06680401,3,4.51,1288.1666666666667,35.0,19.0,16.0
BU06875085,11,3.997272727272727,1110.4654545454546,51.0,37.0,14.0
BU07723330,15,6.385333333333333,1781.696,128.0,77.0,51.0
BU07980000,2,3.1,931.8,32.0,16.0,16.0
