buurtcode,klasse_apotheek,klasse_basisschool,klasse_bushalte,klasse_fastfood,klasse_horeca,klasse_huisarts,klasse_kinderopvang,klasse_kledingwinkel,klasse_restaurant,klasse_sportterrein,klasse_supermarkt,klasse_treinstation,klasse_voortgezet_onderwijs,klasse_ziekenhuis,aantal_drinkwaterpunt,utilitarian_amenities,leisure_social_amenities,total_amenities
BU00341601,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00341602,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00341701,0.0,0.0,2,2.0,2.0,0.0,1,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0,4.0,6.0,10.0
BU00341702,2.0,0.0,2,2.0,2.0,2.0,1,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1,11.0,9.0,20.0
BU00341703,0.0,0.0,1,2.0,2.0,0.0,1,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2,3.0,10.0,13.0
BU00341704,0.0,0.0,1,2.0,2.0,0.0,1,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0,4.0,8.0,12.0
BU00341705,0.0,0.0,1,2.0,2.0,0.0,1,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0,4.0,8.0,12.0
BU00341801,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00341802,0.0,0.0,1,2.0,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,4.0,7.0
BU00341803,0.0,1.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0,0.0,5.0
BU00341804,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,7.0,0.0,7.0
BU00341805,0.0,1.0,2,0.0,2.0,0.0,2,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0,7.0,4.0,11.0
BU00341806,0.0,0.0,2,1.0,2.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4.0,4.0,8.0
BU00341807,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.0,3.0
BU00341808,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00341901,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00341902,0.0,2.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,8.0,0.0,8.0
BU00341903,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00341904,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00342001,0.0,2.0,2,1.0,2.0,0.0,2,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1,10.0,6.0,16.0
BU00342002,0.0,1.0,2,1.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,2.0,7.0
BU00342003,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00342004,0.0,1.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00342005,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00342101,0.0,0.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4.0,2.0,6.0
BU00342102,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00342103,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00342201,0.0,0.0,1,1.0,2.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,3.0,4.0,7.0
BU00342202,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0,0.0,5.0
BU00342203,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0,0.0,5.0
BU00342204,0.0,1.0,2,1.0,1.0,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,6.0,3.0,9.0
BU00342205,0.0,1.0,1,0.0,1.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4.0,2.0,6.0
BU00342206,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00342301,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00342302,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00342303,0.0,1.0,1,1.0,2.0,0.0,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,6.0,4.0,10.0
BU00342304,0.0,0.0,2,0.0,0.0,1.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,5.0,1.0,6.0
BU00342401,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,1.0,5.0
BU00342402,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00342403,0.0,1.0,1,2.0,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0,4.0,9.0
BU00342404,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00342405,0.0,1.0,1,2.0,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0,4.0,9.0
BU00342406,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,6.0,0.0,6.0
BU00342407,0.0,0.0,1,0.0,0.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,5.0
BU00342408,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00342501,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0,7.0,0.0,7.0
BU00342502,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00342503,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU00342601,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00342602,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0,0.0,5.0
BU00342603,0.0,2.0,1,0.0,1.0,0.0,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,6.0,2.0,8.0
BU00342604,0.0,0.0,2,1.0,2.0,0.0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,5.0,4.0,9.0
BU00342605,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00342606,2.0,1.0,1,1.0,1.0,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8.0,2.0,10.0
BU00342607,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00342608,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2.0,1.0,3.0
BU00342609,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00342701,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0,0.0,5.0
BU00342702,0.0,2.0,1,1.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,6.0,3.0,9.0
BU00342703,0.0,2.0,1,2.0,2.0,0.0,2,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0,6.0,6.0,12.0
BU00342704,0.0,1.0,2,1.0,1.0,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6.0,2.0,8.0
BU00342705,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0,0.0,5.0
BU00342706,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00342707,0.0,1.0,1,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0,5.0,1.0,6.0
BU00342708,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00342801,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0,0.0,5.0
BU00342802,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU00342803,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00342804,0.0,2.0,1,1.0,2.0,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,5.0,4.0,9.0
BU00342805,0.0,1.0,1,0.0,1.0,0.0,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,5.0,3.0,8.0
BU00342806,0.0,0.0,1,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5.0,1.0,6.0
BU00342807,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00342808,0.0,0.0,2,1.0,1.0,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5.0,2.0,7.0
BU00342809,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00342810,0.0,0.0,1,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2.0,2.0,4.0
BU00342901,0.0,0.0,2,0.0,1.0,0.0,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,5.0,2.0,7.0
BU00342902,0.0,2.0,2,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,7.0,1.0,8.0
BU00342903,1.0,0.0,2,2.0,2.0,2.0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,8.0,5.0,13.0
BU00342904,0.0,0.0,1,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU00343001,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00343002,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00343003,0.0,0.0,2,1.0,1.0,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5.0,2.0,7.0
BU00343004,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00343005,1.0,2.0,2,0.0,0.0,2.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10.0,0.0,10.0
BU00343006,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00343007,0.0,0.0,1,0.0,2.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0,6.0
BU00343101,0.0,0.0,1,0.0,2.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,2.0,4.0,6.0
BU00343102,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00343103,0.0,1.0,1,0.0,1.0,0.0,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,5.0,2.0,7.0
BU00343104,0.0,0.0,2,1.0,1.0,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5.0,2.0,7.0
BU00343105,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00343201,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00343401,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU00343402,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00343403,0.0,0.0,1,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU00343501,0.0,0.0,1,1.0,2.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,3.0,6.0,9.0
BU00343502,0.0,0.0,1,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,4.0
BU00343601,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00343701,0.0,0.0,2,0.0,2.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4.0,3.0,7.0
BU00343702,0.0,0.0,1,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,3.0
BU00343801,0.0,0.0,1,0.0,2.0,0.0,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,2.0,6.0,8.0
BU00343802,0.0,0.0,2,0.0,1.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0,6.0
BU00343901,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3.0,0.0,3.0
BU00343902,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00343903,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00344001,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00344002,0.0,0.0,1,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,5.0
BU00344003,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00344101,0.0,0.0,2,2.0,2.0,0.0,2,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0,6.0,8.0,14.0
BU00344102,0.0,0.0,2,2.0,2.0,0.0,1,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1,5.0,8.0,13.0
BU00344201,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00344202,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00344203,0.0,2.0,2,0.0,0.0,2.0,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,10.0,0.0,10.0
BU00344204,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00344301,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00344302,0.0,1.0,2,0.0,2.0,0.0,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,7.0,3.0,10.0
BU00344303,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU00344304,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00344401,0.0,2.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,7.0,0.0,7.0
BU00344402,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU00344403,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00344501,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0,0.0,5.0
BU00344502,0.0,1.0,2,2.0,2.0,0.0,1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0,5.0,6.0,11.0
BU00344503,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00344504,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00344505,0.0,0.0,1,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,3.0,2.0,5.0
BU00344601,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0,0.0,5.0
BU00344602,0.0,0.0,1,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,4.0
BU00344603,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00344701,1.0,0.0,2,1.0,1.0,2.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8.0,2.0,10.0
BU00344702,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0,0.0,5.0
BU00344703,1.0,0.0,1,0.0,0.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,0.0,6.0
BU00344704,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00344801,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00344802,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00344803,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,1.0,5.0
BU00344804,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00344901,0.0,0.0,2,2.0,2.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4.0,5.0,9.0
BU00344902,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00344903,0.0,1.0,1,1.0,1.0,0.0,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,6.0,2.0,8.0
BU00344904,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00345001,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00345002,0.0,1.0,2,2.0,2.0,0.0,2,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0,8.0,7.0,15.0
BU00345101,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1.0,4.0
BU00345102,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0,0.0,5.0
BU00345103,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00345104,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00345105,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00345201,0.0,1.0,1,0.0,1.0,0.0,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,5.0,2.0,7.0
BU00345202,0.0,0.0,1,0.0,2.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0,6.0
BU00345203,0.0,1.0,1,0.0,1.0,0.0,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,6.0,2.0,8.0
BU00345204,0.0,0.0,1,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,3.0
BU00345205,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00345206,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00345207,1.0,0.0,1,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,5.0
BU00345301,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00345302,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00345601,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00345602,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00345701,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00345702,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00345801,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00345901,0.0,0.0,1,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,4.0
BU00345902,0.0,0.0,1,0.0,1.0,0.0,1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,2.0,4.0,6.0
BU00346001,0.0,0.0,2,2.0,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,4.0,8.0
BU00346101,1.0,2.0,1,2.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,4.0,12.0
BU00346102,0.0,0.0,1,0.0,1.0,0.0,1,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0,4.0,4.0,8.0
BU00346103,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00346201,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0,0.0,5.0
BU00346202,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,4.0,1.0,5.0
BU00346301,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00346302,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1,13.0,9.0,22.0
BU00346303,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00346304,0.0,0.0,1,1.0,2.0,0.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,3.0,5.0,8.0
BU00346401,0.0,0.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0,6.0,2.0,8.0
BU00346501,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00346601,0.0,0.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0,5.0
BU00346602,0.0,2.0,2,2.0,2.0,0.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,6.0,9.0,15.0
BU00347101,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00347201,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,5.0
BU00347301,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00347401,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00347402,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU00347501,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00347502,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00347503,0.0,0.0,1,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,4.0
BU00347504,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00347601,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU00347602,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU00347603,0.0,1.0,2,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,2.0,7.0
BU00347604,0.0,0.0,1,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,4.0
