region,n_trips_unweighted,weighted_trips,elderly_cycling_share,elderly_car_share,elderly_utilitarian_trip_share,elderly_leisure_social_trip_share
Zuidoost-Noord-Brabant,97,7829718532101,0.48841443093316933,0.3069433841613604,0.41284649375264443,0.4474102672434115
