Wogem_DANS24,life_stage,n_trips_unweighted,weighted_trips,cycling_share,car_share,utilitarian_trip_share,leisure_social_trip_share,avg_dist_km,gemeente,n_buurten,population,pop_weighted_total_access,pop_weighted_utilitarian_access,pop_weighted_leisure_social_access,share_high_density,share_vinex_like,elderly_share,family_hh_share,dominant_type,municipality_name
823,Young Adult (18-29),36,35.134203918852634,0.31925554306239023,0.5829885055311419,0.5932197736714491,0.15464743006300266,1.3067762989506015,Oirschot,15.0,19535.0,48.77757870488866,30.738674174558486,18.03890453033017,0.0,0.3333333333333333,0.2503199385717942,0.3567013369620661,Mixed gemeente,Oirschot
824,Child/Teen (<18),25,27.886468775083824,0.6697791537838721,0.16069944696707844,0.5408101482488079,0.4591898517511921,,Oisterwijk,35.0,33105.0,64.151789759855,40.7106177314605,23.4411720283945,0.0285714285714285,0.1428571428571428,0.260081558676937,0.3311211025680743,Mixed gemeente,Oisterwijk
824,Family w/ Kids,32,27.481811024459343,0.33733715818721627,0.12948069290593303,0.29078458651549827,0.3420324435933647,,Oisterwijk,35.0,33105.0,64.151789759855,40.7106177314605,23.4411720283945,0.0285714285714285,0.1428571428571428,0.260081558676937,0.3311211025680743,Mixed gemeente,Oisterwijk
824,Mid-life No Kids (30-54),22,20.882850919239164,0.3396224110687857,0.5185251713010971,0.4282669830480853,0.3402756390038496,,Oisterwijk,35.0,33105.0,64.151789759855,40.7106177314605,23.4411720283945,0.0285714285714285,0.1428571428571428,0.260081558676937,0.3311211025680743,Mixed gemeente,Oisterwijk
824,Older Adult (55-69),37,34.81096461153724,0.6457452936867483,0.1373740893778729,0.2910143257781033,0.5932690415739154,,Oisterwijk,35.0,33105.0,64.151789759855,40.7106177314605,23.4411720283945,0.0285714285714285,0.1428571428571428,0.260081558676937,0.3311211025680743,Mixed gemeente,Oisterwijk
824,Senior (70+),34,22.303982593092595,0.2850493466206981,0.3395988778703512,0.41581733647387553,0.5841826635261245,,Oisterwijk,35.0,33105.0,64.151789759855,40.7106177314605,23.4411720283945,0.0285714285714285,0.1428571428571428,0.260081558676937,0.3311211025680743,Mixed gemeente,Oisterwijk
824,Young Adult (18-29),16,18.2074613995473,0.2453365701014723,0.3744101026326238,0.2060226187001318,0.7153494784971872,,Oisterwijk,35.0,33105.0,64.151789759855,40.7106177314605,23.4411720283945,0.0285714285714285,0.1428571428571428,0.260081558676937,0.3311211025680743,Mixed gemeente,Oisterwijk
826,Child/Teen (<18),55,68.88255303938527,0.40835036052112467,0.20159423597495846,0.4601060627570925,0.4352828489944524,,Oosterhout,44.0,58370.0,126.32302552681172,92.5228713380161,33.80015418879562,0.2727272727272727,0.0909090909090909,0.2383930101079321,0.3433600939113182,Mixed gemeente,Oosterhout
826,Family w/ Kids,58,57.8847005715565,0.22227492435414464,0.40815957312128537,0.35615611274397424,0.360964600134811,,Oosterhout,44.0,58370.0,126.32302552681172,92.5228713380161,33.80015418879562,0.2727272727272727,0.0909090909090909,0.2383930101079321,0.3433600939113182,Mixed gemeente,Oosterhout
826,Mid-life No Kids (30-54),35,35.6864034636819,0.0,0.6470368762476028,0.6368651802450994,0.2777893277013405,,Oosterhout,44.0,58370.0,126.32302552681172,92.5228713380161,33.80015418879562,0.2727272727272727,0.0909090909090909,0.2383930101079321,0.3433600939113182,Mixed gemeente,Oosterhout
